Name,Count,Yards,Declined,Offsetting,Home_Count,Away_Count,Off_Count,Def_Count,ST_Count,Week,Year
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,15,2010
Illegal Formation,3,15,7,1,1,2,3,0,0,15,2010
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,15,2010
Illegal Forward Pass,0,0,1,0,0,0,0,0,0,15,2010
Illegal Kick,0,0,0,0,0,0,0,0,0,15,2010
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,15,2010
Illegal Motion,1,5,1,0,0,1,1,0,0,15,2010
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,15,2010
Illegal Peelback,0,0,0,0,0,0,0,0,0,15,2010
Illegal Procedure,0,0,0,0,0,0,0,0,0,15,2010
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,15,2010
Illegal Shift,0,0,1,1,0,0,0,0,0,15,2010
Illegal Substitution,1,5,0,0,1,0,1,0,0,15,2010
Illegal Touch Kick,1,5,0,0,0,1,0,0,1,15,2010
Illegal Touch Pass,1,6,0,0,0,1,1,0,0,15,2010
Illegal Use of Hands,5,45,0,0,3,2,4,1,0,15,2010
Illegal Wedge,0,0,0,0,0,0,0,0,0,15,2010
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,15,2010
Ineligible Downfield Kick,0,0,1,0,0,0,0,0,0,15,2010
Ineligible Downfield Pass,0,0,0,0,0,0,0,0,0,15,2010
Intentional Grounding,2,23,0,1,0,2,2,0,0,15,2010
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,15,2010
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,15,2010
Kick Catch Interference,0,0,0,0,0,0,0,0,0,15,2010
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,15,2010
Leaping,0,0,0,0,0,0,0,0,0,15,2010
Leverage,1,10,0,0,1,0,0,0,1,15,2010
Low Block,1,15,0,1,0,1,0,0,1,15,2010
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,15,2010
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,15,2010
Neutral Zone Infraction,9,42,0,0,2,7,0,7,2,15,2010
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,15,2010
Offensive Holding,33,323,5,3,18,15,25,0,8,15,2010
Offensive Offside,1,5,0,0,1,0,0,0,1,15,2010
Offensive Pass Interference,5,50,1,0,2,3,5,0,0,15,2010
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,15,2010
Offside on Free Kick,2,10,0,0,1,1,0,0,2,15,2010
Personal Foul,5,71,0,1,4,1,0,4,1,15,2010
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,15,2010
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,15,2010
Roughing the Kicker,1,15,0,0,0,1,0,0,1,15,2010
Roughing the Passer,6,80,0,2,3,3,0,6,0,15,2010
Running Into the Kicker,0,0,0,0,0,0,0,0,0,15,2010
Short Free Kick,0,0,0,0,0,0,0,0,0,15,2010
Taunting,0,0,0,0,0,0,0,0,0,15,2010
Tripping,0,0,0,0,0,0,0,0,0,15,2010
Unnecessary Roughness,12,180,0,0,7,5,1,10,1,15,2010
Unsportsmanlike Conduct,3,40,0,0,1,2,1,1,1,15,2010
Chop Block,2,26,1,0,2,0,2,0,0,16,2010
Clipping,0,0,0,0,0,0,0,0,0,16,2010
Defensive 12 On-field,1,0,2,0,1,0,0,1,0,16,2010
Defensive Delay of Game,1,5,0,0,0,1,0,1,0,16,2010
Defensive Holding,7,32,3,1,4,3,0,7,0,16,2010
Defensive Offside,7,35,3,0,7,0,0,5,2,16,2010
Defensive Pass Interference,14,265,4,1,5,9,0,14,0,16,2010
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,16,2010
Delay of Game,4,16,0,0,2,2,4,0,0,16,2010
Delay of Kickoff,0,0,0,0,0,0,0,0,0,16,2010
Disqualification,0,0,0,0,0,0,0,0,0,16,2010
Encroachment,5,25,0,0,2,3,0,5,0,16,2010
Face Mask,0,0,0,0,0,0,0,0,0,16,2010
Face Mask (15 Yards),6,87,0,0,2,4,3,1,2,16,2010
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,16,2010
Fair Catch Interference,1,15,0,0,0,1,0,0,1,16,2010
False Start,35,174,1,0,16,19,33,0,2,16,2010
Horse Collar Tackle,1,8,0,0,0,1,0,1,0,16,2010
Illegal Bat,0,0,0,0,0,0,0,0,0,16,2010
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,16,2010
Illegal Block Above the Waist,9,73,0,0,6,3,2,0,7,16,2010
Illegal Contact,3,10,0,0,3,0,0,3,0,16,2010
Illegal Crackback,1,15,0,0,1,0,1,0,0,16,2010
Illegal Cut,0,0,0,0,0,0,0,0,0,16,2010
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,16,2010
Illegal Formation,2,10,5,0,2,0,1,0,1,16,2010
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,16,2010
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,16,2010
Illegal Kick,0,0,0,0,0,0,0,0,0,16,2010
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,16,2010
Illegal Motion,1,5,0,0,1,0,0,0,1,16,2010
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,16,2010
Illegal Peelback,0,0,0,0,0,0,0,0,0,16,2010
Illegal Procedure,0,0,0,0,0,0,0,0,0,16,2010
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,16,2010
Illegal Shift,0,0,0,0,0,0,0,0,0,16,2010
Illegal Substitution,0,0,0,0,0,0,0,0,0,16,2010
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,16,2010
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,16,2010
Illegal Use of Hands,1,5,3,0,0,1,0,1,0,16,2010
Illegal Wedge,0,0,0,0,0,0,0,0,0,16,2010
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,16,2010
Ineligible Downfield Kick,1,5,0,1,1,0,0,0,1,16,2010
Ineligible Downfield Pass,0,0,1,0,0,0,0,0,0,16,2010
Intentional Grounding,2,22,0,0,0,2,2,0,0,16,2010
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,16,2010
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,16,2010
Kick Catch Interference,0,0,0,0,0,0,0,0,0,16,2010
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,16,2010
Leaping,0,0,0,0,0,0,0,0,0,16,2010
Leverage,0,0,0,0,0,0,0,0,0,16,2010
Low Block,0,0,0,0,0,0,0,0,0,16,2010
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,16,2010
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,16,2010
Neutral Zone Infraction,3,15,0,0,2,1,0,3,0,16,2010
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,16,2010
Offensive Holding,30,292,2,1,17,13,22,0,8,16,2010
Offensive Offside,0,0,0,0,0,0,0,0,0,16,2010
Offensive Pass Interference,7,65,2,1,4,3,7,0,0,16,2010
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,16,2010
Offside on Free Kick,1,5,0,0,0,1,0,0,1,16,2010
Personal Foul,3,43,0,0,2,1,0,2,1,16,2010
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,16,2010
Player Out of Bounds on Punt,1,5,0,0,1,0,0,0,1,16,2010
Roughing the Kicker,0,0,0,0,0,0,0,0,0,16,2010
Roughing the Passer,2,30,0,1,1,1,0,2,0,16,2010
Running Into the Kicker,1,5,1,0,0,1,0,0,1,16,2010
Short Free Kick,0,0,0,0,0,0,0,0,0,16,2010
Taunting,0,0,0,0,0,0,0,0,0,16,2010
Tripping,0,0,0,0,0,0,0,0,0,16,2010
Unnecessary Roughness,12,143,1,0,6,6,4,7,1,16,2010
Unsportsmanlike Conduct,4,53,0,0,2,2,2,0,2,16,2010
Chop Block,1,5,0,0,0,1,1,0,0,17,2010
Clipping,0,0,0,0,0,0,0,0,0,17,2010
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,17,2010
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,17,2010
Defensive Holding,9,51,2,0,3,6,0,8,1,17,2010
Defensive Offside,13,65,2,0,4,9,0,12,1,17,2010
Defensive Pass Interference,9,145,3,1,2,7,0,9,0,17,2010
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,17,2010
Delay of Game,10,50,1,0,4,6,9,0,1,17,2010
Delay of Kickoff,0,0,0,0,0,0,0,0,0,17,2010
Disqualification,0,0,0,0,0,0,0,0,0,17,2010
Encroachment,10,50,0,0,6,4,0,9,1,17,2010
Face Mask,0,0,0,0,0,0,0,0,0,17,2010
Face Mask (15 Yards),4,60,0,0,2,2,0,4,0,17,2010
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,17,2010
Fair Catch Interference,0,0,0,0,0,0,0,0,0,17,2010
False Start,33,165,0,0,20,13,32,0,1,17,2010
Horse Collar Tackle,1,15,0,0,1,0,0,1,0,17,2010
Illegal Bat,0,0,0,0,0,0,0,0,0,17,2010
Illegal Blindside Block,1,0,0,0,1,0,0,0,1,17,2010
Illegal Block Above the Waist,5,47,1,0,3,2,1,0,4,17,2010
Illegal Contact,2,10,0,0,1,1,0,2,0,17,2010
Illegal Crackback,1,15,0,0,1,0,1,0,0,17,2010
Illegal Cut,0,0,0,0,0,0,0,0,0,17,2010
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,17,2010
Illegal Formation,2,10,2,0,1,1,0,0,2,17,2010
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,17,2010
Illegal Forward Pass,0,0,1,0,0,0,0,0,0,17,2010
Illegal Kick,0,0,0,0,0,0,0,0,0,17,2010
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,17,2010
Illegal Motion,1,5,1,0,1,0,1,0,0,17,2010
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,17,2010
Illegal Peelback,0,0,0,0,0,0,0,0,0,17,2010
Illegal Procedure,0,0,0,0,0,0,0,0,0,17,2010
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,17,2010
Illegal Shift,1,5,1,0,1,0,1,0,0,17,2010
Illegal Substitution,0,0,0,0,0,0,0,0,0,17,2010
Illegal Touch Kick,1,0,0,0,0,1,0,0,1,17,2010
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,17,2010
Illegal Use of Hands,4,30,2,0,2,2,2,2,0,17,2010
Illegal Wedge,0,0,0,0,0,0,0,0,0,17,2010
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,17,2010
Ineligible Downfield Kick,2,10,0,0,1,1,0,0,2,17,2010
Ineligible Downfield Pass,1,5,1,0,0,1,1,0,0,17,2010
Intentional Grounding,5,66,0,1,1,4,5,0,0,17,2010
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,17,2010
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,17,2010
Kick Catch Interference,0,0,0,0,0,0,0,0,0,17,2010
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,17,2010
Leaping,0,0,0,0,0,0,0,0,0,17,2010
Leverage,0,0,0,0,0,0,0,0,0,17,2010
Low Block,0,0,0,0,0,0,0,0,0,17,2010
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,17,2010
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,17,2010
Neutral Zone Infraction,3,15,0,0,0,3,0,3,0,17,2010
Offensive 12 On-field,1,1,0,0,1,0,1,0,0,17,2010
Offensive Holding,29,290,2,0,17,12,19,0,10,17,2010
Offensive Offside,0,0,0,0,0,0,0,0,0,17,2010
Offensive Pass Interference,1,10,1,1,1,0,1,0,0,17,2010
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,17,2010
Offside on Free Kick,0,0,0,0,0,0,0,0,0,17,2010
Personal Foul,1,15,0,0,1,0,0,1,0,17,2010
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,17,2010
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,17,2010
Roughing the Kicker,0,0,0,0,0,0,0,0,0,17,2010
Roughing the Passer,4,60,0,1,0,4,0,4,0,17,2010
Running Into the Kicker,0,0,0,0,0,0,0,0,0,17,2010
Short Free Kick,0,0,0,0,0,0,0,0,0,17,2010
Taunting,0,0,0,0,0,0,0,0,0,17,2010
Tripping,1,10,0,0,0,1,1,0,0,17,2010
Unnecessary Roughness,6,86,0,0,3,3,1,4,1,17,2010
Unsportsmanlike Conduct,2,28,0,2,1,1,0,1,1,17,2010
Chop Block,0,0,0,0,0,0,0,0,0,1,2011
Clipping,0,0,0,0,0,0,0,0,0,1,2011
Defensive 12 On-field,2,10,0,0,1,1,0,2,0,1,2011
Defensive Delay of Game,1,5,0,0,1,0,0,1,0,1,2011
Defensive Holding,6,30,0,0,4,2,0,6,0,1,2011
Defensive Offside,13,66,5,1,6,7,0,12,1,1,2011
Defensive Pass Interference,10,118,2,0,4,6,0,10,0,1,2011
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,1,2011
Delay of Game,13,65,1,0,4,9,11,0,2,1,2011
Delay of Kickoff,0,0,0,0,0,0,0,0,0,1,2011
Disqualification,0,0,0,0,0,0,0,0,0,1,2011
Encroachment,9,44,0,0,4,5,0,9,0,1,2011
Face Mask,0,0,0,0,0,0,0,0,0,1,2011
Face Mask (15 Yards),1,15,0,1,1,0,0,1,0,1,2011
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,1,2011
Fair Catch Interference,0,0,0,0,0,0,0,0,0,1,2011
False Start,41,206,1,0,16,25,39,0,2,1,2011
Horse Collar Tackle,4,51,0,0,1,3,0,2,2,1,2011
Illegal Bat,0,0,0,0,0,0,0,0,0,1,2011
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,1,2011
Illegal Block Above the Waist,13,128,0,0,5,8,2,0,11,1,2011
Illegal Contact,6,29,3,0,2,4,0,6,0,1,2011
Illegal Crackback,1,15,0,0,1,0,1,0,0,1,2011
Illegal Cut,0,0,0,0,0,0,0,0,0,1,2011
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,1,2011
Illegal Formation,3,15,1,0,1,2,1,0,2,1,2011
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,1,2011
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,1,2011
Illegal Kick,0,0,0,0,0,0,0,0,0,1,2011
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,1,2011
Illegal Motion,0,0,1,0,0,0,0,0,0,1,2011
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,1,2011
Illegal Peelback,0,0,0,0,0,0,0,0,0,1,2011
Illegal Procedure,0,0,0,0,0,0,0,0,0,1,2011
Illegal Receiver Pass,2,10,0,0,1,1,2,0,0,1,2011
Illegal Shift,2,10,0,1,0,2,2,0,0,1,2011
Illegal Substitution,0,0,2,0,0,0,0,0,0,1,2011
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,1,2011
Illegal Touch Pass,0,0,1,0,0,0,0,0,0,1,2011
Illegal Use of Hands,3,15,2,0,2,1,0,3,0,1,2011
Illegal Wedge,0,0,0,0,0,0,0,0,0,1,2011
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,1,2011
Ineligible Downfield Kick,4,20,0,0,1,3,0,0,4,1,2011
Ineligible Downfield Pass,0,0,1,0,0,0,0,0,0,1,2011
Intentional Grounding,2,30,0,0,0,2,2,0,0,1,2011
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,1,2011
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,1,2011
Kick Catch Interference,0,0,0,0,0,0,0,0,0,1,2011
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,1,2011
Leaping,0,0,0,0,0,0,0,0,0,1,2011
Leverage,0,0,0,0,0,0,0,0,0,1,2011
Low Block,0,0,0,0,0,0,0,0,0,1,2011
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,1,2011
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,1,2011
Neutral Zone Infraction,5,23,0,0,3,2,0,5,0,1,2011
Offensive 12 On-field,1,5,0,0,0,1,1,0,0,1,2011
Offensive Holding,38,364,11,2,21,17,26,0,12,1,2011
Offensive Offside,0,0,0,0,0,0,0,0,0,1,2011
Offensive Pass Interference,4,40,2,0,1,3,4,0,0,1,2011
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,1,2011
Offside on Free Kick,3,15,0,0,1,2,0,0,3,1,2011
Personal Foul,2,30,0,0,1,1,1,1,0,1,2011
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,1,2011
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,1,2011
Roughing the Kicker,2,16,0,0,1,1,0,0,2,1,2011
Roughing the Passer,6,81,0,0,4,2,0,6,0,1,2011
Running Into the Kicker,1,5,0,0,0,1,0,0,1,1,2011
Short Free Kick,0,0,0,0,0,0,0,0,0,1,2011
Taunting,0,0,0,0,0,0,0,0,0,1,2011
Tripping,0,0,0,0,0,0,0,0,0,1,2011
Unnecessary Roughness,15,218,0,1,7,8,3,10,2,1,2011
Unsportsmanlike Conduct,6,80,1,0,3,3,2,4,0,1,2011
Chop Block,1,15,0,0,1,0,1,0,0,2,2011
Clipping,2,30,0,0,2,0,2,0,0,2,2011
Defensive 12 On-field,1,5,0,0,0,1,0,1,0,2,2011
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,2,2011
Defensive Holding,6,32,4,0,4,2,0,5,1,2,2011
Defensive Offside,9,39,3,2,6,3,0,7,2,2,2011
Defensive Pass Interference,17,320,1,0,5,12,0,17,0,2,2011
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,2,2011
Delay of Game,6,28,0,0,4,2,4,0,2,2,2011
Delay of Kickoff,0,0,0,0,0,0,0,0,0,2,2011
Disqualification,0,0,0,0,0,0,0,0,0,2,2011
Encroachment,3,15,1,0,2,1,0,3,0,2,2011
Face Mask,0,0,0,0,0,0,0,0,0,2,2011
Face Mask (15 Yards),6,89,1,1,2,4,2,3,1,2,2011
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,2,2011
Fair Catch Interference,2,30,0,0,1,1,0,0,2,2,2011
False Start,37,183,0,0,15,22,35,0,2,2,2011
Horse Collar Tackle,1,15,0,0,0,1,0,1,0,2,2011
Illegal Bat,0,0,0,0,0,0,0,0,0,2,2011
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,2,2011
Illegal Block Above the Waist,4,40,0,2,3,1,0,1,3,2,2011
Illegal Contact,4,19,5,0,1,3,0,4,0,2,2011
Illegal Crackback,1,15,0,0,1,0,1,0,0,2,2011
Illegal Cut,0,0,0,0,0,0,0,0,0,2,2011
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,2,2011
Illegal Formation,2,10,0,0,2,0,2,0,0,2,2011
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,2,2011
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,2,2011
Illegal Kick,0,0,0,0,0,0,0,0,0,2,2011
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,2,2011
Illegal Motion,0,0,1,0,0,0,0,0,0,2,2011
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,2,2011
Illegal Peelback,0,0,0,0,0,0,0,0,0,2,2011
Illegal Procedure,0,0,0,0,0,0,0,0,0,2,2011
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,2,2011
Illegal Shift,3,15,0,0,2,1,3,0,0,2,2011
Illegal Substitution,5,25,0,0,3,2,5,0,0,2,2011
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,2,2011
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,2,2011
Illegal Use of Hands,2,10,1,0,0,2,0,2,0,2,2011
Illegal Wedge,0,0,0,0,0,0,0,0,0,2,2011
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,2,2011
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,2,2011
Ineligible Downfield Pass,1,5,0,0,1,0,1,0,0,2,2011
Intentional Grounding,2,27,0,1,0,2,2,0,0,2,2011
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,2,2011
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,2,2011
Kick Catch Interference,0,0,0,0,0,0,0,0,0,2,2011
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,2,2011
Leaping,0,0,0,0,0,0,0,0,0,2,2011
Leverage,1,15,0,0,0,1,0,0,1,2,2011
Low Block,0,0,0,0,0,0,0,0,0,2,2011
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,2,2011
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,2,2011
Neutral Zone Infraction,3,11,0,0,1,2,0,3,0,2,2011
Offensive 12 On-field,1,5,0,0,0,1,1,0,0,2,2011
Offensive Holding,37,354,3,2,17,20,28,0,9,2,2011
Offensive Offside,0,0,0,0,0,0,0,0,0,2,2011
Offensive Pass Interference,1,10,2,0,1,0,1,0,0,2,2011
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,2,2011
Offside on Free Kick,3,15,0,0,1,2,0,0,3,2,2011
Personal Foul,5,62,1,0,2,3,1,3,1,2,2011
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,2,2011
Player Out of Bounds on Punt,1,4,0,0,1,0,0,0,1,2,2011
Roughing the Kicker,1,15,0,0,0,1,0,0,1,2,2011
Roughing the Passer,9,100,0,0,4,5,0,9,0,2,2011
Running Into the Kicker,0,0,0,0,0,0,0,0,0,2,2011
Short Free Kick,0,0,0,0,0,0,0,0,0,2,2011
Taunting,0,0,0,0,0,0,0,0,0,2,2011
Tripping,0,0,0,0,0,0,0,0,0,2,2011
Unnecessary Roughness,10,130,0,0,4,6,0,9,1,2,2011
Unsportsmanlike Conduct,2,30,0,0,1,1,0,1,1,2,2011
Chop Block,2,30,0,0,2,0,2,0,0,3,2011
Clipping,0,0,0,0,0,0,0,0,0,3,2011
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,3,2011
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,3,2011
Defensive Holding,9,35,4,0,4,5,0,8,1,3,2011
Defensive Offside,17,78,4,0,11,6,0,16,1,3,2011
Defensive Pass Interference,12,175,1,0,6,6,0,12,0,3,2011
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,3,2011
Delay of Game,6,30,0,0,3,3,3,0,3,3,2011
Delay of Kickoff,0,0,0,0,0,0,0,0,0,3,2011
Disqualification,0,0,0,0,0,0,0,0,0,3,2011
Encroachment,8,37,0,0,5,3,0,8,0,3,2011
Face Mask,0,0,0,0,0,0,0,0,0,3,2011
Face Mask (15 Yards),7,99,1,0,3,4,1,5,1,3,2011
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,3,2011
Fair Catch Interference,0,0,0,0,0,0,0,0,0,3,2011
False Start,49,239,0,0,24,25,46,0,3,3,2011
Horse Collar Tackle,2,30,0,0,2,0,0,1,1,3,2011
Illegal Bat,0,0,0,0,0,0,0,0,0,3,2011
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,3,2011
Illegal Block Above the Waist,11,93,0,0,8,3,1,1,9,3,2011
Illegal Contact,2,10,1,0,2,0,0,2,0,3,2011
Illegal Crackback,0,0,0,0,0,0,0,0,0,3,2011
Illegal Cut,0,0,0,0,0,0,0,0,0,3,2011
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,3,2011
Illegal Formation,3,15,3,0,1,2,3,0,0,3,2011
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,3,2011
Illegal Forward Pass,2,5,0,0,2,0,2,0,0,3,2011
Illegal Kick,0,0,0,0,0,0,0,0,0,3,2011
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,3,2011
Illegal Motion,1,5,0,0,0,1,0,0,1,3,2011
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,3,2011
Illegal Peelback,0,0,0,0,0,0,0,0,0,3,2011
Illegal Procedure,0,0,0,0,0,0,0,0,0,3,2011
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,3,2011
Illegal Shift,0,0,3,0,0,0,0,0,0,3,2011
Illegal Substitution,0,0,0,0,0,0,0,0,0,3,2011
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,3,2011
Illegal Touch Pass,1,5,0,0,0,1,1,0,0,3,2011
Illegal Use of Hands,5,41,1,0,1,4,4,1,0,3,2011
Illegal Wedge,0,0,0,0,0,0,0,0,0,3,2011
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,3,2011
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,3,2011
Ineligible Downfield Pass,0,0,1,0,0,0,0,0,0,3,2011
Intentional Grounding,0,0,0,0,0,0,0,0,0,3,2011
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,3,2011
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,3,2011
Kick Catch Interference,0,0,0,0,0,0,0,0,0,3,2011
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,3,2011
Leaping,0,0,0,0,0,0,0,0,0,3,2011
Leverage,0,0,0,0,0,0,0,0,0,3,2011
Low Block,2,28,0,0,0,2,2,0,0,3,2011
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,3,2011
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,3,2011
Neutral Zone Infraction,11,53,0,0,7,4,0,8,3,3,2011
Offensive 12 On-field,1,5,0,0,0,1,1,0,0,3,2011
Offensive Holding,34,324,6,1,19,15,26,0,8,3,2011
Offensive Offside,0,0,0,0,0,0,0,0,0,3,2011
Offensive Pass Interference,3,30,2,0,0,3,3,0,0,3,2011
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,3,2011
Offside on Free Kick,0,0,0,0,0,0,0,0,0,3,2011
Personal Foul,3,43,0,0,2,1,1,2,0,3,2011
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,3,2011
Player Out of Bounds on Punt,1,5,0,0,1,0,0,0,1,3,2011
Roughing the Kicker,0,0,0,0,0,0,0,0,0,3,2011
Roughing the Passer,9,126,0,1,4,5,0,9,0,3,2011
Running Into the Kicker,0,0,1,0,0,0,0,0,0,3,2011
Short Free Kick,0,0,0,0,0,0,0,0,0,3,2011
Taunting,0,0,0,0,0,0,0,0,0,3,2011
Tripping,0,0,0,0,0,0,0,0,0,3,2011
Unnecessary Roughness,12,161,2,0,8,4,3,7,2,3,2011
Unsportsmanlike Conduct,4,47,0,0,2,2,3,1,0,3,2011
Chop Block,0,0,0,0,0,0,0,0,0,4,2011
Clipping,0,0,0,0,0,0,0,0,0,4,2011
Defensive 12 On-field,2,10,1,0,1,1,0,2,0,4,2011
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,4,2011
Defensive Holding,11,51,0,0,5,6,0,11,0,4,2011
Defensive Offside,9,45,4,0,6,3,0,9,0,4,2011
Defensive Pass Interference,7,99,2,0,3,4,0,7,0,4,2011
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,4,2011
Delay of Game,9,45,0,0,3,6,6,0,3,4,2011
Delay of Kickoff,0,0,0,0,0,0,0,0,0,4,2011
Disqualification,0,0,0,0,0,0,0,0,0,4,2011
Encroachment,5,25,0,0,0,5,0,5,0,4,2011
Face Mask,0,0,0,0,0,0,0,0,0,4,2011
Face Mask (15 Yards),10,144,0,0,6,4,3,7,0,4,2011
